solicitud_credito,fecha_aprobacion,numero_identificacion,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,edad,genero,grupo_social_cliente,estado_civil,numero_hijos,estrato,tipo_vivienda,personas_a_cargo,departamento,ciudad,codigo_ciudad,oficina,subproducto,monto_aprobado,estado_solicitud,tamano_hogar_persona,solicitud_id,ventas,costo_venta,total_gastos,pagos_deudas,utilidad_neta,otros_ingresos,total_gastos_familiar,liquidez_total,capacidad_pago,activos,pasivos,patrimonio,capacidad_pago_porcentaje,capital_trabajo,endeudamiento_actual,endeudamiento_futuro,rotacion,liquidez_financiera,propuesta_economica,plazo_propuesta,cuota_inicial_propuesta,cuota_mensual_propuesta
42868,31/05/2021,4040317859,ADDA,AVERIE,MURRAY,HAYES,63,M,NINGUNO,D,2,3,ARRENDADA,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA,47322220,DESEMBOLSADA,2,42868,282389,17,1252699,7684126,37858373,849362,67113255,20387950,8271168,633466870,160099768,-19090000,14,70563609,185.8,201.53,46,23,3500890,24,0,222942
57502,21/01/2022,2709630401,MACARTHUR,DEBROAH,MOORE,MUELLER,58,F,NINGUNO,S,3,2,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,18862417,DESEMBOLSADA,4,57502,58727,37.14,2605786,8632035,37666140,554786,16700455,29809430,8523842,1264625225,362731614,8752000,27.78,46593254,1.88,15.17,162,78,1185249,12,0,121396
60946,07/03/2022,6957297623,EZEQUIEL,SETH,WINDLER,PAUCEK,34,M,NINGUNO,S,0,1,ARRENDADA,2,CAUCA,PIENDAMO,19548,PIENDAMO,PROGRESA,37611342,DESEMBOLSADA,2,60946,387682,54.13,534118,49701902,4332379,1018153,77322184,37353880,21210783,482879685,404514456,5383000,15.19,111579737,64.11,79.78,0,10,2349541,12,0,250645
57908,27/01/2022,6957297623,EZEQUIEL,SETH,WINDLER,PAUCEK,34,M,NINGUNO,S,0,1,ARRENDADA,2,CAUCA,PIENDAMO,19548,PIENDAMO,MOTO,26374915,RECHAZADA,2,57908,239887,54.13,1168563,47592289,27457231,16259,2834158,7492290,13407466,802919448,385201138,5383000,24.74,108260970,64.11,113.66,0,10,7431350,36,1000000,408258
62554,25/03/2022,1274427059,SOCORRO,EMOGENE,SIPES,HARBER,43,F,NINGUNO,S,0,2,ARRENDADA,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA RENOVACIÓN,35068129,DESEMBOLSADA,1,62554,275940,57,2915520,11542887,11742820,921011,71478973,26576620,4945658,759563848,312760872,-1178000,22.21,133271609,255,707.71,5,6,3440629,24,0,213530
57922,26/01/2022,5889813930,WEAVER,CINDI,BUCKRIDGE,KOSS,58,F,NINGUNO,S,1,2,PROPIA,1,ANTIOQUIA,BELLO,5088,BELLO,MOTO,77546716,DESEMBOLSADA,2,57922,345912,15,895527,48508128,14912275,996388,9491905,21794757,15596513,1124997374,234417966,1091000,18.39,59445459,70.59,191.92,11,4,4501153,36,2000000,257077
57880,27/01/2022,2843659711,COSMO,NEWT,NITZSCHE,GULGOWSKI,31,F,NINGUNO,S,2,1,FAMILIAR,2,VALLE DEL CAUCA,RIOFRIO,76616,TULUA,PROGRESA RENOVACIÓN,79766491,DESEMBOLSADA,4,57880,291702,43.7,588381,32808980,16392009,35130,14977517,44092021,17997873,1263218781,264800872,324000,43.62,15352053,94.94,199.71,50,1,6705731,36,0,318968
48680,13/09/2021,5724046528,FRANCESCA,ZACHERY,PARISIAN,GLEASON,47,M,NINGUNO,S,1,1,FAMILIAR,2,CAUCA,CALDONO,19137,QUILICHAO,CULTIVA RENOVACIÓN,92828954,DESEMBOLSADA,2,48680,330258,18,2065675,19777024,3791108,146418,64484776,28258056,8557899,337601729,43443445,17420000,24.04,34581959,0.57,32.82,67,10,5650935,30,0,307027
17214,16/01/2020,5724046528,FRANCESCA,ZACHERY,PARISIAN,GLEASON,47,M,NINGUNO,S,1,1,FAMILIAR,2,CAUCA,CALDONO,19137,QUILICHAO,CULTIVA,6347771,DESEMBOLSADA,2,17214,20946,11,855201,36118959,21369239,462072,33779869,34105721,4513193,1276037521,38891714,21690000,343.89,115072310,19.23,36.18,52,6,0,28,0,266082
80315,05/10/2022,1862686688,ZEBULON,HENDERSON,SCHAMBERGER,ABERNATHY,31,F,NINGUNO,U,1,2,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,89788222,DESEMBOLSADA,1,80315,243332,68.32,739027,12812460,9550005,497976,16332371,42080565,13007348,351822818,202723352,1601000,38.71,83687733,79.05,156.37,21,27,5909693,36,1000000,337292
86365,30/11/2022,4861532368,RENAE,KAMARI,DOYLE,STOLTENBERG,58,M,NINGUNO,S,2,2,FAMILIAR,0,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,70874226,DESEMBOLSADA,5,86365,299046,62.16,2533425,37476520,38672650,273433,49004980,46152469,13558002,1168274965,719457161,-61647000,32.06,117911707,1680.69,1806.67,4,17,4913207,24,0,301804
57901,28/01/2022,4861532368,RENAE,KAMARI,DOYLE,STOLTENBERG,58,M,NINGUNO,S,2,2,FAMILIAR,0,NARIÑO,PASTO,52001,PASTO,PROGRESA,25995902,DESEMBOLSADA,5,57901,140560,62.35,1642168,2137334,5295380,138067,16770418,26686901,6359388,1484534768,563447916,-60319000,22.81,86887987,1874.09,1977.44,7,14,3513834,24,0,223733
57862,26/01/2022,5535950409,JAMARCUS,MARCELA,KUHIC,ZBONCAK,57,M,NINGUNO,S,2,2,FAMILIAR,2,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,44901536,DESEMBOLSADA,3,57862,169057,24.79,1629678,28162078,22489131,995769,14166505,11631153,10334138,403058256,229753526,11955000,8.22,84398213,16.92,48.03,10,11,4477173,12,0,456940
50701,08/10/2021,5535950409,JAMARCUS,MARCELA,KUHIC,ZBONCAK,57,M,NINGUNO,S,2,2,FAMILIAR,2,NARIÑO,PASTO,52001,PASTO,PROGRESA,46477488,DESEMBOLSADA,3,50701,193954,7.57,721779,4877642,4564068,438735,42271088,35239561,18874278,1421141378,732144763,6908000,5.77,84450503,13.84,28.63,58,7,1185249,12,0,121396
57861,26/01/2022,6885257371,MARVA,GARFIELD,RUNOLFSSON,KUNDE,46,F,NINGUNO,C,3,2,PROPIA,0,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,CULTIVA,57714677,DESEMBOLSADA,2,57861,298393,17,922984,38271395,3431024,733754,76711206,26998068,12588837,24125622,84885798,9112000,30.41,82895293,52.42,58.67,13,5,1197994,12,0,131725
62976,29/03/2022,8842947870,TONEY,LIAM,REICHEL,TREUTEL,68,F,NINGUNO,S,2,2,FAMILIAR,1,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTO,17075965,DESEMBOLSADA,2,62976,348639,48.62,2398658,37500796,36338359,648214,51510051,32640263,10982573,167546831,677783482,1460000,47.66,71381943,32.41,359.01,7,6,7054660,36,1000000,389889
57717,28/01/2022,8092140601,SHAUNA,GRIFFITH,MARVIN,TURCOTTE,60,M,NINGUNO,U,2,1,FAMILIAR,3,CAUCA,TOTORO,19824,PIENDAMO,CULTIVA,20279377,DESEMBOLSADA,3,57717,354263,29.41,2440660,8944371,9489779,130637,77908131,25267658,11332502,1361801117,129103439,7230000,27.31,34240756,1.36,33.76,988,37,2374805,24,0,164134
79417,29/09/2022,2151698246,WARD,VALINDA,CONSIDINE,HOPPE,41,F,NINGUNO,S,1,2,FAMILIAR,0,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO RENOVACIÓN,13587610,DESEMBOLSADA,3,79417,359400,25,805970,15315312,4106263,435360,77535970,36392483,1906995,53474843,521079485,2240000,43.69,123112757,43.29,221.77,83,46,7050000,24,800000,524686
57960,29/01/2022,8923271939,JARRAD,SHERIE,MCCLURE,SCHNEIDER,36,M,NINGUNO,S,0,2,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,42739962,DESEMBOLSADA,5,57960,383909,72.1,337818,5030977,11586110,72358,4456547,15483953,11157028,1361789167,467490471,2509000,49.81,25328459,70.83,136.53,5,21,5650935,12,0,587805
57998,31/01/2022,5800604259,DAVION,LAVERN,GOYETTE,ZEMLAK,54,M,NINGUNO,S,3,2,ARRENDADA,1,ANTIOQUIA,ITAGUI,5360,MEDELLIN SUR,MOTO,25353628,DESEMBOLSADA,1,57998,182598,67,544596,7936072,46910101,157923,62252435,36400136,11789162,511505031,268301650,12895000,4.56,113382534,69.3,81.91,24,4,5296766,24,900000,371011
57848,27/01/2022,6491591899,SHAWNA,GUSTA,BARTON,SCHUSTER,27,M,NINGUNO,U,2,1,FAMILIAR,3,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,29063586,DESEMBOLSADA,4,57848,67259,71.64,1042055,9298517,12055755,288768,55802957,45766822,22592057,1390233085,529513906,-4242000,27.69,41834934,160.6,189.18,19,41,2000255,18,0,149437
63031,28/03/2022,4423563599,HERMINE,JAYVON,WISOKY,PAGAC,50,F,NINGUNO,S,3,2,ARRENDADA,1,VALLE DEL CAUCA,PRADERA,76563,PALMIRA,MOTO,4407211,DESEMBOLSADA,3,63031,440580,18.67,2123150,741541,39563001,358872,44649756,19872526,15877345,797590207,37227396,1493000,45.49,7960646,23.24,409.11,32,11,7505113,48,600000,374639
63029,31/03/2022,8977340351,IMOGENE,MELINDA,FAY,TURNER,34,M,NINGUNO,U,0,3,FAMILIAR,1,ANTIOQUIA,CALDAS,5129,MEDELLIN SUR,MOTO,23321771,DESEMBOLSADA,1,63029,135235,43,2209276,28981162,49245950,653176,25658341,35343214,15923380,695514410,346604066,272000,42.12,82056401,61.14,1189.61,0,7,7899259,36,1050000,435504
62999,04/04/2022,7940450929,PAMELLA,ASHER,BEATTY,HILLL,47,F,NINGUNO,U,2,1,PROPIA,2,VALLE DEL CAUCA,CARTAGO,76147,CARTAGO,MOTO,50962301,DESEMBOLSADA,4,62999,136615,24,568965,40192287,37495435,347681,71073493,16481844,7666589,960131117,619610792,381000,16.54,15691040,20.79,1045.11,1,1,4927000,36,500000,303734
58005,04/02/2022,8716317296,JANAY,DUSTYN,WELCH,HEANEY,29,M,NINGUNO,S,1,3,FAMILIAR,1,ANTIOQUIA,RIONEGRO,5615,VEHICULOS ANTIOQUIA,CARGA,4589128,DESEMBOLSADA,3,58005,86793,86,671319,22302156,12286450,609020,17972715,42531431,9997799,1350799895,273236244,48500000,39.38,66989258,1.02,145.25,9,143,70673496,60,50000000,2532087
58007,29/01/2022,3883576882,LAFE,BERTHA,STIEDEMANN,SCHUPPE,63,M,NINGUNO,S,3,1,PROPIA,1,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,71994537,DESEMBOLSADA,3,58007,29047,31.9,2342619,39622210,37448502,975453,2632152,31430609,17700886,1063538519,738634075,3985000,39.46,126736550,7.33,48.43,63,21,1767397,14,0,168968
58017,02/02/2022,5562045022,NORETTA,VIRGE,REILLY,CRUICKSHANK,40,M,NINGUNO,U,2,3,FAMILIAR,2,VALLE DEL CAUCA,CALI,76001,VEHICULOS VALLE,CARGA,43621202,DESEMBOLSADA,4,58017,199849,55.39,1779167,37463882,13804390,548983,47542219,44634625,6968885,1109062320,545885674,22811000,62.67,131395935,81.15,139.55,36,330,70662633,60,30000000,2478271
62800,30/03/2022,7414742132,TROY,JON,HUEL,BRAUN,48,M,NINGUNO,C,2,2,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,VEHICULOS VALLE,CARGA,34929001,DESEMBOLSADA,4,62800,276219,12.2,299519,45443480,37885064,991063,73471171,7999384,5331511,311330881,225341561,37900000,65.87,102600019,24.2,200.29,0,15,88042931,60,3000000,3060658
62696,26/03/2022,1280065155,RAQUAN,JOVANNY,GAYLORD,SCHUPPE,44,F,NINGUNO,U,3,1,ARRENDADA,1,VALLE DEL CAUCA,YUMBO,76892,CALI NORTE,PROGRESA,86441368,DESEMBOLSADA,3,62696,299770,39.5,1753614,45693347,6225962,321138,17886521,36875806,913133,569219114,450922001,501000,29.57,1999955,26.32,857.34,1,1,5650935,24,0,354318
57924,26/01/2022,9570551463,EDMUND,JONAH,HILPERT,DONNELLY,54,M,NINGUNO,C,4,2,PROPIA,4,CAUCA,PIENDAMO,19548,PIENDAMO,PROGRESA RENOVACIÓN,80274041,DESEMBOLSADA,4,57924,362556,49.99,2642600,39720101,24403650,424316,18420381,3888186,14751079,537973143,132061976,1801000,45.46,42547093,80.49,153.13,64,78,6705731,24,0,414855
58006,27/01/2022,2608922999,OSCAR,MINERVIA,HILPERT,VONRUEDEN,53,M,NINGUNO,S,1,1,PROPIA,0,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA RENOVACIÓN,55024034,DESEMBOLSADA,1,58006,391351,7,2802522,6999359,6436540,486412,46392659,15381682,541438,41217003,391807793,1520000,32.76,97104493,6.17,282.54,0,1,4477173,36,0,221988
41467,23/04/2021,2608922999,OSCAR,MINERVIA,HILPERT,VONRUEDEN,53,M,NINGUNO,S,1,1,PROPIA,0,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,MOTO,22813114,DESEMBOLSADA,1,41467,320508,6,2434547,47535273,18167842,740934,76598462,25641444,6481449,1118187110,480204047,1288000,38.96,25170994,13.44,289.89,23,0,4113541,36,700000,234368
63045,30/03/2022,9142665371,VASSIE,ADALYNN,O'CONNER,BAHRINGER,31,F,NINGUNO,S,0,3,ARRENDADA,1,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA,21587735,DESEMBOLSADA,1,63045,294088,30,1107796,7932155,29211908,93694,27712017,36643499,19957094,1528618792,401626009,10900000,26.08,18126840,3.54,34.64,21,20,3513834,15,0,310313
83864,09/11/2022,4933410750,MAXIMILLIAN,RHONA,TROMP,CHRISTIANSEN,31,M,NINGUNO,S,0,1,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,16600261,DESEMBOLSADA,5,83864,328255,61,975125,49922829,14126501,296940,4195304,25220141,7133499,925618721,556160531,21051000,44.64,58632456,68.84,80.08,68,16,7598181,36,2000000,443071
57992,04/02/2022,4933410750,MAXIMILLIAN,RHONA,TROMP,CHRISTIANSEN,31,M,NINGUNO,S,0,1,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,32349449,DESISTIDA,5,57992,164530,69,2284551,16265796,30244468,418360,10624679,23529537,21387112,229197436,204254205,19937000,32.38,89303278,71.06,75.56,59,113,3100244,36,3000000,197371
45902,26/07/2021,4943052350,BUFORD,ABEL,MURAZIK,TERRY,42,M,NINGUNO,C,4,2,ARRENDADA,4,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA RENOVACIÓN,40400285,DESEMBOLSADA,5,45902,226538,71.26,1659500,20027907,10213115,872047,45164014,24680783,12699244,861011904,535504248,1320000,27.37,131774513,7.04,329.21,2,12,4574802,24,0,276483
36670,12/02/2021,4943052350,BUFORD,ABEL,MURAZIK,TERRY,42,M,NINGUNO,C,4,2,ARRENDADA,4,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA,37735244,DESEMBOLSADA,5,36670,265413,72.16,2460885,39104954,25199398,782966,76396797,25693771,6600586,181448305,122294688,950000,37.51,3221303,9.52,224.44,2,8,0,12,0,240068
84668,21/11/2022,2752311711,SAVANNA,PARLEY,ZULAUF,KIRLIN,40,M,NINGUNO,S,1,3,ARRENDADA,1,ANTIOQUIA,ITAGUI,5360,VEHICULOS ANTIOQUIA,CARGA,8040416,DESEMBOLSADA,1,84668,278119,12,338914,9564141,43502953,754264,7331614,35878637,6990423,402764211,196893430,-10668000,65.42,2804044,1522.4,13419.61,0,7,89229044,72,27500000,3122418
88799,25/03/2023,8481152389,JOHNNIE,STANLEY,ONDRICKA,PREDOVIC,54,F,,U,3,1,PROPIA,2,CAUCA,VILLA RICA,19845,CALI SUR,MOTO,45212147,DESEMBOLSADA,3,88799,86167,73,1451282,47796069,21071786,218280,68453887,7730070,9300145,238259614,447489332,12400000,47.53,128853347,0.8,38.68,52,84,4734862,48,4500000,289927
58112,28/01/2022,5523658400,MARQUITA,ROOSEVELT,STEUBER,JONES,63,F,NINGUNO,S,1,1,PROPIA,1,VALLE DEL CAUCA,FLORIDA,76275,PALMIRA,PROGRESA,55166881,DESEMBOLSADA,2,58112,22840,48.13,2293157,15614253,11783237,515487,36144490,25896480,6682862,1005883132,451793796,1800000,19,63410967,5.26,67.64,5,5,1185249,15,0,101627
58020,28/01/2022,2023653195,ALYSIA,RONNA,STAMM,DECKOW,49,F,NINGUNO,S,4,2,ARRENDADA,2,NARIÑO,PASTO,52001,PASTO,PROGRESA,28707656,DESEMBOLSADA,4,58020,291011,62.65,279111,23669805,29450802,67528,38344243,16497034,7083996,568547030,137307503,15235000,26.05,111620737,25.25,42.49,89,12,3513834,18,0,271540
86579,30/11/2022,7809278678,GREGORIO,HAYLEE,TREUTEL,GLOVER,31,F,NINGUNO,C,2,1,ARRENDADA,2,HUILA,PITALITO,41551,PITALITO,PROGRESA RENOVACIÓN,51938324,DESEMBOLSADA,4,86579,2555,48.33,313306,27253884,44010015,156444,66504260,16258850,18274560,1552508729,88352824,-10022000,19.71,39218617,182.69,210.69,7,18,3393208,24,0,208434
58023,27/01/2022,4275465379,LUCIO,DOLL,HILLS,CROOKS,47,F,NINGUNO,U,4,2,ARRENDADA,4,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,MOTO,90178361,DESEMBOLSADA,4,58023,165881,16.8,2163674,35289487,23099634,182091,76100032,22128645,6352238,643572699,569942176,12650000,38.55,51743505,0.78,43.65,16,8,5465686,48,600000,276679
58058,31/01/2022,8776497736,DORETHA,TOCCARA,HAHN,TREMBLAY,31,M,NINGUNO,S,0,1,FAMILIAR,1,NARIÑO,TUQUERRES,52838,IPIALES,PROGRESA,7488932,DESEMBOLSADA,3,58058,181143,59.64,1228878,33294835,25998877,916226,19237062,13989206,16925458,1546323911,371939528,4200000,19.01,90058144,4.55,31.48,31,16,1185249,12,0,130420
57951,27/01/2022,7246223140,ETTER,MARLON,JACOBSON,CORWIN,44,F,NINGUNO,C,2,2,ARRENDADA,2,NARIÑO,SAMANIEGO,52678,IPIALES,PROGRESA,13955157,DESEMBOLSADA,5,57951,146656,80,2080502,41141984,25266845,871955,18623933,41480018,20508134,594839574,716539626,83880000,34.28,55556267,15.16,37.96,78,15,22542928,36,0,1098408
21728,18/05/2020,4360691701,MAYBELLE,ROSSIE,JASKOLSKI,HEGMANN,55,M,NINGUNO,S,2,2,FAMILIAR,1,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,60670643,DESEMBOLSADA,2,21728,35955,93,1418405,13473271,17306508,223831,70595140,37010337,10334293,501175194,567886874,84993000,25.09,97489850,3.46,9.85,30,628,0,15,0,480391
57528,26/01/2022,6429334329,CORTNEY,ADDA,KEMMER,MURRAY,26,M,NINGUNO,U,0,2,ARRENDADA,0,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,67546630,DESEMBOLSADA,3,57528,192698,72.2,1250253,30315919,981386,734737,69335032,20001458,12040142,129939874,351324031,8351000,39.27,16488010,22.32,86.46,16,50,6895874,36,680000,378653
58051,31/03/2022,4084336556,RAYFORD,LUBERTA,HEATHCOTE,GREENFELDER,24,M,NINGUNO,C,0,2,ARRENDADA,2,VALLE DEL CAUCA,CANDELARIA,76130,CALI NORTE,PROGRESA,92362058,DESEMBOLSADA,2,58051,273064,41.05,2984793,46473525,13146416,19596,65443152,14773801,18103321,1163321637,131965721,3175000,3.05,21843824,67.6,97.52,152,35,2931688,24,0,179138
58033,03/02/2022,3413020071,RYLEY,MAYE,ABBOTT,RIPPIN,30,F,NINGUNO,S,2,1,FAMILIAR,4,CAUCA,PIENDAMO,19548,PIENDAMO,CULTIVA,11959463,DESEMBOLSADA,4,58033,437982,17.29,588754,10304459,36609180,550137,57592249,843362,8327007,827034071,461344068,8800000,20.68,44843576,1.12,14.58,19,5,1197994,10,0,152784
86745,05/12/2022,7955651689,NAJEE,CARLISLE,RUNOLFSSON,BRAKUS,31,F,NINGUNO,S,1,2,FAMILIAR,2,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,62319533,DESEMBOLSADA,6,86745,73230,15.78,3274903,27782259,16573119,660394,65990050,31184000,2455486,1200569090,93232407,1500000,47.78,27338898,6.25,440.38,6,6,6946022,24,2000000,521105
58049,27/01/2022,1400756605,SAMIR,ADAM,KUVALIS,TOY,24,M,NINGUNO,S,0,1,FAMILIAR,0,CAUCA,EL TAMBO,19256,POPAYAN SUR,MOTO,15429380,DESISTIDA,4,58049,101549,23.2,3004677,40396058,42333754,318933,36358274,28281918,3257916,145525228,495363892,12900000,45.67,124395433,0.77,54.52,117,5,6987091,36,800000,384640
60251,25/02/2022,8999185029,ANNA,AMMON,HETTINGER,WILDERMAN,52,M,NINGUNO,L,3,2,ARRENDADA,1,HUILA,PITALITO,41551,PITALITO,PROGRESA,71089208,DESEMBOLSADA,2,60251,99691,72.69,2067045,14299576,49521270,869627,71319358,12283971,19681001,208343226,366169067,11150000,22.16,82638759,0.89,11.42,17,40,1185249,12,0,121396
58065,04/03/2022,1921455093,MARRY,VICY,BUCKRIDGE,RAU,26,F,NINGUNO,S,1,2,FAMILIAR,1,ANTIOQUIA,BELLO,5088,BELLO,MOTO,95464450,DESEMBOLSADA,3,58065,154329,38,2916365,28557501,11519178,1022557,39287098,3324421,7263369,1519911626,366667114,3270000,37.5,19081588,4.94,168.56,6,6,5628524,36,2000000,328491
58077,29/01/2022,1547449284,ELZIE,GILES,BARTOLETTI,MORISSETTE,38,F,NINGUNO,S,4,1,ARRENDADA,4,NARIÑO,PASTO,52001,PASTO,PROGRESA,56669943,DESEMBOLSADA,3,58077,324844,56.02,2645412,8314840,38027974,452856,72154318,27322588,22539647,336870891,729125947,771000,15.7,95912799,11.48,147.56,2,4,1185249,12,0,121396
58042,26/02/2022,8943432480,DARLYNE,PARLEE,SCHAEFER,WILLMS,52,F,NINGUNO,U,3,1,ARRENDADA,1,CAUCA,PATIA,19532,POPAYAN SUR,MOTO,63597996,DESEMBOLSADA,3,58042,319136,49.66,1450475,35711120,39308063,753495,2987384,28405984,7017397,1218774328,726002544,6506000,13.04,45766529,60.09,103.11,40,87,7012430,36,700000,400962
47188,21/08/2021,5770637646,NELLY,EAN,PFEFFER,SPINKA,41,M,NINGUNO,S,1,3,FAMILIAR,1,VALLE DEL CAUCA,TULUA,76834,TULUA,PROGRESA,91894303,DESEMBOLSADA,3,47188,73063,44.36,1861442,33968427,50434585,255465,19241546,8645057,7813465,403008825,692920405,1953000,32.28,108244652,48.74,110.41,8,1,2349541,15,0,201458
58088,27/01/2022,5629391239,JAYLYNN,RIGOBERTO,JOHNSTON,PARKER,30,F,NINGUNO,S,0,1,ARRENDADA,1,HUILA,PITALITO,41551,PITALITO,PROGRESA,61295706,DESEMBOLSADA,1,58088,298467,50.37,527572,25254826,40022427,283700,70436561,36879981,131094,574335251,302315154,3440000,27.68,41524717,63.94,76.37,59,55,1185249,12,0,130420
57991,27/01/2022,6858383629,GLEN,TINNIE,BOYER,BOYLE,23,F,NINGUNO,S,0,2,FAMILIAR,0,NARIÑO,CUMBAL,52227,IPIALES,PROGRESA RENOVACIÓN,93729026,DESEMBOLSADA,1,57991,76301,57,3250359,48604905,35358568,506089,31607259,5649227,19647365,1000120042,549916800,4634000,15,16744823,49.02,74.6,30,3,2324809,24,0,150181
58091,29/01/2022,8519731853,MINOR,EMILY,BEIER,KING,55,M,NINGUNO,U,2,4,FAMILIAR,1,VALLE DEL CAUCA,JAMUNDI,76364,VEHICULOS VALLE,CARGA,93127365,DESISTIDA,4,58091,262123,16.96,411340,16946842,19481562,5602,57097421,18538308,14271144,198206715,76951377,1252000,59.28,81202600,81.99,1146.59,2,9,73990000,60,25000000,2790245
34754,24/12/2020,2273947260,BRADLEY,DAMARIS,BRAUN,DICKINSON,35,F,NINGUNO,U,1,1,FAMILIAR,2,CAUCA,PATIA,19532,POPAYAN SUR,PROGRESA RENOVACIÓN,98125869,DESEMBOLSADA,3,34754,277852,50,1499191,39187230,14783928,651316,12834714,43523278,6346920,518836560,644381754,1405000,31.65,40763165,73.03,130.75,6,15,0,18,0,223434
62986,29/03/2022,2698947780,EVELYNE,BELTON,SCHUMM,CROOKS,35,F,NINGUNO,U,1,2,FAMILIAR,1,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA RENOVACIÓN,7282879,DESEMBOLSADA,4,62986,113562,43,549842,16980003,5981587,420661,63743031,25599653,8359161,1062432395,105826170,-10383000,45.83,70279806,366.23,509.6,8,9,5591452,24,0,348523
57950,27/01/2022,6597166309,PASQUALE,OWENS,DOOLEY,HILLS,35,F,NINGUNO,S,2,2,ARRENDADA,2,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,21822863,DESEMBOLSADA,3,57950,63804,12,2985359,1119168,36337881,560187,36363563,30044728,19629175,1396519577,239971748,17560000,20.95,40179704,0.57,44.66,185,466,7787772,18,2000000,655592
63326,07/04/2022,8452063799,LATORIA,LOYAL,TORPHY,CASPER,30,F,NINGUNO,S,1,1,FAMILIAR,1,VALLE DEL CAUCA,FLORIDA,76275,PALMIRA,MOTO,69593131,DESISTIDA,4,63326,413913,49.28,2936952,25229830,9551361,164541,36299669,5415598,9256383,690340429,432662419,-1546000,45.13,96439459,293.25,1149.74,4,4,6851955,48,1000000,355244
58027,27/01/2022,8673524860,SOCORRO,GERHARD,SIPES,MERTZ,54,F,NINGUNO,C,2,2,PROPIA,1,ANTIOQUIA,MEDELLIN,5001,BELLO,PROGRESA RENOVACIÓN,82100622,DESEMBOLSADA,3,58027,378306,25,2040832,31474782,41376426,490943,45398942,24374314,3237992,560570511,368557058,16743000,37.72,30134163,5.94,62.39,60,28,10048566,36,0,486999
36576,02/02/2021,8673524860,SOCORRO,GERHARD,SIPES,MERTZ,54,F,NINGUNO,C,2,2,PROPIA,1,ANTIOQUIA,MEDELLIN,5001,BELLO,MOTO,43821740,DESEMBOLSADA,3,36576,238293,25,1053910,5085520,24040718,452584,41801116,34488307,4617835,765643910,108315704,13200000,35.78,77429466,0.75,38.69,32,13,0,18,1500000,414747
44302,30/06/2021,9874081434,AMELIA,BRONSON,FEIL,KSHLERIN,48,F,NINGUNO,U,2,2,PROPIA,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,PROGRESA,13621781,DESEMBOLSADA,4,44302,84629,67,1478589,22515590,14126412,164062,41344610,10060172,1832456,1498053267,167103208,-6339000,36.79,21007857,200.62,228.69,19,38,1768561,12,0,181140
58141,08/02/2022,6084643353,KENNETH,KADENCE,LYNCH,MARVIN,59,M,NINGUNO,U,4,3,ARRENDADA,1,VALLE DEL CAUCA,CALI,76001,VEHICULOS VALLE,CARGA,6270641,DESISTIDA,2,58141,414954,13.63,2502431,40961485,12379542,818405,77762228,42158310,3045873,65633728,544843500,118894000,46.41,15703599,3.34,91.71,0,100,108692897,60,34990000,3768192
58132,28/01/2022,3462846609,PARLEY,MARIBEL,KIRLIN,NADER,52,M,NINGUNO,U,3,1,PROPIA,3,CAUCA,EL TAMBO,19256,POPAYAN SUR,CULTIVA RENOVACIÓN,94559254,DESEMBOLSADA,5,58132,324103,22.4,299742,29356548,19976384,103905,57908880,15136038,11190855,316793739,413372431,20510000,23.54,111602410,0.49,11.89,131,83,2349541,18,0,184657
